,country,manager,delivery_method,vendor_terms,transport_mode,order_date,expected_date,actual_date,recorded_date,product_category,product_type,supplier,product_feature,product_name,product_brand,dosage,dosage_form,units_per_pack,total_quantity,total_value,pack_price,unit_price,factory_location,priority_status,total_weight,shipping_cost,insurance_cost,delivery_status,order_to_delivery_days,shipping_cost_per_weight,item_quantity(%)
2757,Benin,PMO - US,Direct Drop,EXW,Air,2011-05-16,2011-07-12,2011-07-12,2011-07-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,1244,17540.4,14.1,0.47,Mylan (formerly Matrix) Nashik,True,175.0,5864.56,28.94,early_delivery,57,33.51177142857143,0.0
2759,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2011-08-29,2011-12-01,2011-12-01,2011-12-01,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir/Lamivudine/Zidovudine 300/150/300mg, tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Generic,300/150/300mg,Tablet - FDC,60,4000,112000.0,28.0,0.47,Mylan (formerly Matrix) Nashik,True,655.0,5300.24,184.8,early_delivery,94,8.091969465648855,0.0
2760,Rwanda,PMO - US,Direct Drop,FCA,Air,2013-02-03,2013-05-17,2013-05-17,2013-05-17,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,400,12328.0,30.82,0.1,ABBVIE (Abbott) Logis. UK,True,454.0,7152.99,15.25,early_delivery,103,15.755484581497797,0.0
2762,Mozambique,PMO - US,Direct Drop,EXW,Air,2013-11-12,2014-04-09,2014-04-09,2014-07-08,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,800,6064.0,7.58,0.25,"Aurobindo Unit III, India",True,77.0,979.14,6.23,early_delivery,148,12.716103896103895,0.0
2763,Uganda,PMO - US,Direct Drop,EXW,Air,2013-10-23,2014-03-21,2014-03-21,2014-03-21,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,7445,16676.8,2.24,0.04,"Cipla, Goa, India",True,574.0,3868.24,17.14,early_delivery,149,6.739094076655052,0.01
2764,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-01-29,2013-05-24,2013-05-24,2013-05-24,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,263,486.55,1.85,0.01,"Aurobindo Unit III, India",True,182.0,5970.85,0.6,early_delivery,115,32.806868131868136,0.0
2765,Ethiopia,PMO - US,Direct Drop,EXW,Air,2010-01-05,2010-03-04,2010-03-04,2010-03-04,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,56000,133280.0,2.38,0.04,"Aurobindo Unit III, India",True,2996.0,10612.93,287.35,early_delivery,58,3.5423664886515356,0.05
2766,Tanzania,PMO - US,Direct Drop,EXW,Air,2012-07-26,2012-11-01,2012-11-01,2012-11-01,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,100986,343352.4,3.4,0.11,Hetero Unit III Hyderabad IN,True,10579.0,41585.93,481.38,early_delivery,98,3.930988751299745,0.09
2767,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-04-23,2013-11-27,2013-11-27,2013-12-02,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,200/50mg,Test kit,20,1900,55100.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,True,550.0,8263.16,68.16,early_delivery,218,15.023927272727272,0.0
2768,Tanzania,PMO - US,Direct Drop,EXW,Air,2014-03-27,2014-07-15,2014-07-15,2014-08-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200/50mg,Test kit,100,100,8000.0,80.0,0.8,"Alere Medical Co., Ltd.",True,39.0,1176.54,8.22,early_delivery,110,30.167692307692306,0.0
2769,Vietnam,PMO - US,Direct Drop,FCA,Air,2012-07-25,2013-01-15,2013-01-15,2013-01-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3812,231845.84,60.82,0.51,ABBVIE Ludwigshafen Germany,True,824.0,3216.15,325.05,early_delivery,174,3.9030946601941747,0.0
2771,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-06-25,2009-09-28,2009-09-28,2009-09-28,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3528,22932.0,6.5,0.22,Mylan (formerly Matrix) Nashik,True,383.0,1162.52,44.95,early_delivery,95,3.0353002610966056,0.0
2772,Nigeria,PMO - US,Direct Drop,EXW,Air,2011-04-28,2011-07-27,2011-07-27,2011-07-27,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,50mg,Test kit,100,2044,181916.0,89.0,0.89,Inverness Japan,True,976.0,26014.88,300.16,early_delivery,90,26.654590163934426,0.0
2774,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-10-03,2014-03-22,2014-03-22,2014-03-22,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,20867,32552.52,1.56,0.05,"Aurobindo Unit III, India",True,1337.0,8403.67,40.27,early_delivery,170,6.2854674644727,0.02
2775,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-09-02,2011-09-02,2011-09-02,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,150000,430500.0,2.87,0.05,"Strides, Bangalore, India.",True,9306.0,10511.33,710.32,early_delivery,176,1.129521813883516,0.13
2776,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,2011-03-14,2011-03-14,2011-03-14,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,159000,443610.0,2.79,0.05,"Cipla, Goa, India",True,16729.0,25199.31,956.42,early_delivery,195,1.5063249447067966,0.14
2777,Nigeria,PMO - US,Direct Drop,EXW,Air,2010-07-29,2011-02-28,2011-02-28,2011-02-28,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720,1245,48555.0,39.0,0.05,"Novartis Pharma Suffern, USA",True,859.0,5810.56,104.68,early_delivery,214,6.764330616996508,0.0
2779,Rwanda,PMO - US,Direct Drop,FCA,Air,2011-10-19,2012-07-05,2012-07-05,2012-07-05,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,109,17410.04,159.73,0.59,Roche Madrid,True,27.0,2205.25,28.73,early_delivery,260,81.67592592592592,0.0
2783,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-11-03,2011-10-10,2011-10-10,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5745,25909.95,4.51,0.15,"Aurobindo Unit III, India",True,488.0,4232.71,42.75,early_delivery,214,8.67358606557377,0.0
2784,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2011-04-07,2011-09-08,2011-09-08,2011-09-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200mg,Test kit,100,2730,218400.0,80.0,0.8,Inverness Japan,True,1053.0,27236.25,360.36,early_delivery,154,25.865384615384617,0.0
2787,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-07-17,2012-11-28,2012-11-27,2012-11-27,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200mg,Test kit,100,2744,244216.0,89.0,0.89,"Alere Medical Co., Ltd.",True,1303.0,28734.43,342.39,early_delivery,133,22.052517267843438,0.0
2788,Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-01-30,2013-08-07,2013-08-07,2013-08-07,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,3680,20240.0,5.5,0.06,"Aurobindo Unit III, India",True,6385.0,8768.76,25.04,early_delivery,189,1.373337509788567,0.0
2789,Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-01-30,2013-08-07,2013-08-07,2013-08-07,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,71376,231258.24,3.24,0.11,"Hetero, Jadcherla, unit 5, IN",True,5864.0,7558.01,286.07,early_delivery,189,1.2888830150068213,0.06
2791,Zambia,PMO - US,Direct Drop,FCA,Air,2014-08-13,2015-04-25,2015-04-25,2015-04-30,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2265,69807.3,30.82,0.1,ABBVIE (Abbott) Logis. UK,True,2272.0,14603.71,71.76,early_delivery,255,6.42768926056338,0.0
2792,Haiti,PMO - US,Direct Drop,EXW,Air,2010-05-26,2010-09-13,2010-09-13,2010-09-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,50mg,Test kit,100,1000,97680.0,97.68,0.98,Inverness Japan,True,227.0,2486.62,210.6,early_delivery,110,10.954273127753304,0.0
2793,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2010-07-19,2010-09-08,2010-09-08,2010-09-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,6000,57000.0,9.5,0.16,"BMS Meymac, France",True,1278.0,1742.12,122.89,early_delivery,51,1.3631611893583724,0.01
2794,Haiti,PMO - US,Direct Drop,EXW,Air,2014-03-20,2014-09-12,2014-09-12,2014-09-17,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,29908,89125.84,2.98,0.1,"Micro labs, Verna, Goa, India",True,2423.0,14650.41,91.62,early_delivery,176,6.046392901361948,0.03
2795,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,2011-03-04,2011-03-04,2011-03-04,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,87500,641375.0,7.33,0.12,"Aurobindo Unit III, India",True,4416.0,7334.83,1382.8,early_delivery,185,1.660966938405797,0.07
2796,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-04-18,2013-08-08,2013-08-08,2013-08-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,10mg/ml,Test kit,100,3200,256000.0,80.0,0.8,"Alere Medical Co., Ltd.",True,1394.0,20822.73,316.67,early_delivery,112,14.937395982783357,0.0
2797,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-02-05,2014-05-06,2014-05-06,2014-05-15,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,9720,14677.2,1.51,0.01,"Aurobindo Unit III, India",True,4365.0,0.0,15.09,early_delivery,90,0.0,0.01
2798,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-03-12,2014-04-28,2014-04-28,2014-04-28,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,80/20mg/ml,Test kit,1,4068,99666.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",True,2712.0,37680.04,102.46,early_delivery,47,13.89382005899705,0.0
2799,Pakistan,PMO - US,Direct Drop,EXW,Air,2011-12-27,2012-06-29,2012-06-29,2012-06-29,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,80/20mg/ml,Test kit,100,2132,170560.0,80.0,0.8,"Alere Medical Co., Ltd.",True,1017.0,14959.84,239.13,early_delivery,185,14.709773844641102,0.0
2800,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,2012-12-07,2013-04-16,2013-04-16,2013-04-16,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,60,1849.2,30.82,0.1,ABBVIE (Abbott) Logis. UK,True,113.0,2570.86,2.29,early_delivery,130,22.750973451327436,0.0
2801,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-15,2013-03-13,2013-03-13,2013-03-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,1769,3714.9,2.1,0.04,Mylan (formerly Matrix) Nashik,True,1961.0,7308.37,4.6,early_delivery,149,3.726858745537991,0.0
2804,Rwanda,PMO - US,Direct Drop,FCA,Air,2014-10-09,2015-05-12,2015-05-12,2015-05-12,ARV,Pediatric,SWORDS LABORATORIES,"Atazanavir 200mg [Reyataz], capsules, 60 Caps",Atazanavir,Reyataz,200mg,Capsule,60,1080,43869.6,40.62,0.68,Bristol-Myers Squibb Anagni IT,True,282.0,1028.1,45.1,early_delivery,215,3.6457446808510636,0.0
2805,Tanzania,PMO - US,Direct Drop,EXW,Air,2010-08-18,2010-10-22,2010-10-22,2010-10-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,9000,179100.0,19.9,0.66,Mylan (formerly Matrix) Nashik,True,1081.0,5834.1,386.14,early_delivery,65,5.396947271045328,0.01
2806,Uganda,PMO - US,Direct Drop,CIP,Air,2009-11-25,2010-03-04,2010-03-04,2010-03-04,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,75,3750.0,50.0,0.28,"MSD, Haarlem, NL",True,19.0,435.0,7.35,early_delivery,99,22.894736842105264,0.0
2808,South Sudan,PMO - US,Direct Drop,EXW,Air,2012-01-17,2012-06-15,2012-06-15,2012-06-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,337,29993.0,89.0,0.89,"Alere Medical Co., Ltd.",True,181.0,4978.09,42.05,early_delivery,150,27.50325966850829,0.0
2810,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-03-27,2012-09-18,2012-09-18,2012-09-18,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,8018,256576.0,32.0,1.6,"Trinity Biotech, Plc",True,2607.0,28595.45,359.72,early_delivery,175,10.968718833908708,0.01
2812,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-08-15,2011-08-15,2011-08-15,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,2452,17899.6,7.3,0.12,"Aurobindo Unit III, India",True,127.0,47101.63,29.53,early_delivery,158,370.8789763779527,0.0
2814,Guyana,PMO - US,Direct Drop,EXW,Air,2012-07-05,2012-09-25,2012-09-25,2012-09-25,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,600mg,Test kit,20,2769,88608.0,32.0,1.6,"Trinity Biotech, Plc",True,876.0,8969.97,124.23,early_delivery,82,10.239691780821918,0.0
2815,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-04-23,2014-09-05,2014-09-05,2014-09-16,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,600mg,Test kit,20,34,1088.0,32.0,1.6,"Trinity Biotech, Plc",True,112.0,3196.31,1.12,early_delivery,135,28.53848214285714,0.0
2816,Zambia,PMO - US,Direct Drop,EXW,Air,2013-05-02,2013-09-11,2013-09-11,2013-09-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,600mg,Test kit,100,6000,480000.0,80.0,0.8,"Alere Medical Co., Ltd.",True,2606.0,38354.26,593.76,early_delivery,132,14.717674597083654,0.01
2817,South Africa,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-09-07,2010-09-07,2010-09-07,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,11510,53751.7,4.67,0.16,"Aurobindo Unit III, India",True,993.0,4263.07,115.89,early_delivery,173,4.2931218529707955,0.01
2818,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-01-17,2011-06-22,2011-06-22,2011-06-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,20000,40000.0,2.0,0.03,Mylan (formerly Matrix) Nashik,True,2806.0,18207.5,66.0,early_delivery,156,6.488774055595154,0.02
2820,Guyana,PMO - US,Direct Drop,DDU,Air,2010-09-28,2011-03-04,2011-03-04,2011-03-04,ARV,Pediatric,IDIS LIMITED,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,270,12501.0,46.3,0.77,"BMS Meymac, France",True,59.0,180.0,26.95,early_delivery,157,3.0508474576271185,0.0
2821,Haiti,PMO - US,Direct Drop,EXW,Air,2014-05-11,2014-07-18,2014-07-18,2014-07-31,ARV,Pediatric,Aurobindo Pharma Limited,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,375,2561.25,6.83,0.03,"Aurobindo Unit III, India",True,300.0,2949.23,2.63,early_delivery,68,9.830766666666667,0.0
2823,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-10-20,2010-03-15,2010-03-15,2010-03-15,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16300,181745.0,11.15,0.19,"Aurobindo Unit III, India",True,2011.0,11648.31,356.22,early_delivery,146,5.792297364495275,0.01
2824,Nigeria,PMO - US,Direct Drop,EXW,Air,2011-03-11,2011-07-19,2011-07-19,2011-07-19,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,10mg/ml,Test kit,20,3662,117184.0,32.0,1.6,"Trinity Biotech, Plc",True,1255.0,15794.47,193.35,early_delivery,130,12.585235059760956,0.0
2826,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-15,2013-01-29,2013-01-29,2013-01-29,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,464,858.4,1.85,0.01,"Aurobindo Unit III, India",True,437.0,1222.31,1.06,early_delivery,106,2.7970480549199084,0.0
2827,Mali,PMO - US,Direct Drop,EXW,Air,2013-03-15,2013-06-11,2013-06-11,2013-06-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,81,6480.0,80.0,0.8,"Alere Medical Co., Ltd.",True,37.0,2190.78,8.02,early_delivery,88,59.21027027027028,0.0
2828,Nigeria,PMO - US,Direct Drop,EXW,Air,2013-10-17,2013-12-17,2013-12-17,2013-12-20,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10000,65000.0,6.5,0.11,Mylan (formerly Matrix) Nashik,True,574.0,4760.43,66.82,early_delivery,61,8.293432055749129,0.01
2830,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-07-23,2014-01-23,2014-01-23,2014-01-27,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300/300mg,Test kit,100,1400,112000.0,80.0,0.8,"Alere Medical Co., Ltd.",True,577.0,9275.59,138.54,early_delivery,184,16.075545927209706,0.0
2831,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-22,2015-04-09,2015-04-09,2015-04-13,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,36831,170159.22,4.62,0.15,Hetero Unit III Hyderabad IN,True,17826.0,20526.23,174.92,early_delivery,169,1.1514770559856389,0.03
2832,Tanzania,PMO - US,Direct Drop,EXW,Air,2012-11-13,2013-04-30,2013-04-30,2013-04-30,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,10mg/ml,Test kit,20,8460,270720.0,32.0,1.6,"Trinity Biotech, Plc",True,2753.0,25485.81,334.88,early_delivery,168,9.257468216491102,0.01
2833,South Africa,PMO - US,Direct Drop,DDP,Air,2010-06-02,2010-12-13,2010-12-11,2010-12-11,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2162,6810.3,3.15,0.01,"Aurobindo Unit III, India",True,838.0,4876.31,14.68,early_delivery,192,5.818985680190932,0.0
2834,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2011-04-07,2012-03-20,2012-03-20,2012-03-20,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200/50mg,Test kit,100,2342,187360.0,80.0,0.8,Inverness Japan,True,1113.0,20082.38,309.14,early_delivery,348,18.04346810422282,0.0
2836,Mozambique,PMO - US,Direct Drop,EXW,Air,2014-05-15,2014-09-10,2014-09-10,2014-10-01,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200/50mg,Test kit,100,4708,376640.0,80.0,0.8,"Alere Medical Co., Ltd.",True,1914.0,13489.96,387.19,early_delivery,118,7.048045977011494,0.0
2837,Rwanda,PMO - US,Direct Drop,CIP,Air,2010-09-03,2011-02-09,2011-02-09,2011-02-09,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,2486,85269.8,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,True,4354.0,0.0,183.84,early_delivery,159,0.0,0.0
2838,Nigeria,PMO - US,Direct Drop,EXW,Air,2011-07-28,2011-12-13,2011-12-13,2011-12-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,200mg,Test kit,20,2000,64000.0,32.0,1.6,"Trinity Biotech, Plc",True,793.0,7938.18,105.6,early_delivery,138,10.01031525851198,0.0
2840,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-08-19,2013-10-18,2013-10-26,2013-10-29,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,34595,77838.75,2.25,0.04,"Aurobindo Unit III, India",True,3642.0,31434.31,96.29,delayed,68,8.63105711147721,0.03
2841,South Africa,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-08-24,2010-08-24,2010-08-24,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,8474,25422.0,3.0,0.01,"Aurobindo Unit III, India",True,3206.0,2154.51,54.81,early_delivery,159,0.6720243293824081,0.01
2842,Ethiopia,PMO - US,Direct Drop,EXW,Air,2009-12-23,2010-02-09,2010-02-09,2010-02-09,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,71596,241278.52,3.37,0.06,"Strides, Bangalore, India.",True,3652.0,15236.52,520.2,early_delivery,48,4.1721029572836805,0.06
